number;style;year;year_dt;nr_token;nr_adj;nr_noun;nr_verb;nr_adverb;per_verb;per_noun;per_adj;per_adverb;flesch_reading_ease;smog_index;flesch_kincaid_grade;coleman_liau_index;automated_readability_index;dale_chall_readability_score;difficult_words;linsear_write_formula;gunning_fog;text_standard
120;Philo ;1793;1793-01-01;5574.0;565.0;1137.0;798.0;419.0;14.316469321851452;20.398277717976317;10.136347326874775;7.517043415859347;44.24;14.2;17.9;14.99;26.4;8.56;969.0;8.5;24.41;9.0
121;Drama ;1805;1805-01-01;3174.0;218.0;654.0;518.0;137.0;16.32010081915564;20.60491493383743;6.86830497794581;4.316320100819156;63.49;9.2;8.4;13.11;12.4;7.29;559.0;6.857142857142857;13.7;8.0
122;Philo ;1794;1794-01-01;2291.0;261.0;453.0;345.0;168.0;15.05892623308599;19.77302487996508;11.39240506329114;7.333042339589698;36.39;15.2;18.8;16.9;27.6;9.47;534.0;20.333333333333332;26.54;19.0
123;Philo ;1792;1792-01-01;4720.0;492.0;1024.0;670.0;374.0;14.194915254237287;21.694915254237287;10.423728813559322;7.923728813559322;36.9;14.2;18.6;16.44;27.1;8.43;797.0;29.5;23.79;19.0
124;Drama ;1805;1805-01-01;4718.0;350.0;892.0;774.0;231.0;16.405256464603646;18.90631623569309;7.4183976261127595;4.896142433234421;61.29;10.5;11.3;12.65;16.8;7.4;709.0;5.222222222222222;16.85;17.0
125;Philo ;1795;1795-01-01;33610.0;2977.0;6955.0;5122.0;2773.0;15.239512049985123;20.693246057720916;8.85748289199643;8.250520678369533;44.55;14.4;17.8;15.22;26.4;7.34;3284.0;11.4;21.24;18.0
126;Brief ;1793;1793-01-01;19139.0;1840.0;3894.0;2960.0;1552.0;15.46580281101416;20.34589058989498;9.613877423062856;8.109096609018236;39.84;13.9;17.5;15.39;25.0;7.71;2523.0;11.6;21.15;12.0
127;Philo ;1792;1792-01-01;7294.0;817.0;1615.0;1004.0;561.0;13.764738140937757;22.141486153002468;11.200987112695367;7.691253084727173;39.54;14.4;17.6;16.84;26.3;8.11;1141.0;20.0;22.26;18.0
128;Philo ;1794;1794-01-01;5749.0;584.0;1182.0;777.0;555.0;13.51539398156201;20.56009740824491;10.158288397982258;9.653852843972864;37.71;14.1;18.3;15.91;26.2;8.46;981.0;18.666666666666668;23.63;19.0
129;Philo ;1795;1795-01-01;28685.0;2773.0;5496.0;4189.0;2725.0;14.603451281157398;19.15983963744117;9.667073383301377;9.499738539306257;46.68;13.7;17.0;14.93;25.2;7.33;2970.0;26.5;20.64;17.0
130;Brief ;1778;1778-01-01;2009.0;138.0;299.0;380.0;206.0;18.914883026381283;14.883026381284221;6.869089099054256;10.253857640617223;59.54;10.9;16.2;10.46;23.8;7.8;248.0;7.833333333333334;22.93;8.0
131;Brief ;1778;1778-01-01;1251.0;80.0;166.0;251.0;141.0;20.06394884092726;13.269384492406076;6.394884092725819;11.270983213429258;52.5;10.4;16.8;11.39;23.6;8.15;188.0;14.0;23.42;20.0
132;Brief ;1780;1780-01-01;1016.0;111.0;164.0;188.0;84.0;18.503937007874015;16.141732283464567;10.9251968503937;8.26771653543307;53.82;11.9;16.3;12.43;23.8;8.5;178.0;14.5;23.95;20.0
133;Epik ;1792;1792-01-01;882.0;95.0;199.0;131.0;73.0;14.852607709750567;22.56235827664399;10.770975056689341;8.276643990929704;30.61;16.6;21.1;17.89;31.3;10.56;250.0;29.0;30.88;20.0
134;Historie ;1792;1792-01-01;1841.0;211.0;423.0;242.0;133.0;13.145029875067898;22.976643128734384;11.461162411732754;7.224334600760456;32.23;15.7;20.4;17.54;30.2;10.12;482.0;15.5;29.32;16.0
135;Philo ;1789;1789-01-01;6248.0;622.0;1349.0;911.0;443.0;14.58066581306018;21.590909090909093;9.955185659411011;7.090268886043535;51.96;13.4;14.9;16.08;23.7;8.62;1259.0;19.333333333333332;22.48;15.0
136;Philo ;1793;1793-01-01;6432.0;580.0;1228.0;1005.0;649.0;15.625000000000002;19.09203980099503;9.017412935323383;10.090174129353235;53.38;13.2;14.4;14.69;22.0;7.75;965.0;20.0;19.87;20.0
137;Gedicht ;1795;1795-01-01;66.0;8.0;12.0;8.0;7.0;12.121212121212121;18.18181818181818;12.121212121212121;10.606060606060606;-16.84;0.0;31.0;11.97;33.4;9.26;10.0;33.0;31.25;20.0
138;Gedicht ;1802;1802-01-01;212.0;26.0;42.0;31.0;6.0;14.622641509433961;19.81132075471698;12.264150943396226;2.830188679245283;-8.97;8.5;19.7;12.53;14.0;7.11;29.0;8.166666666666666;14.53;13.0
139;Gedicht ;1801;1801-01-01;257.0;24.0;64.0;23.0;13.0;8.949416342412452;24.90272373540856;9.33852140077821;5.0583657587548645;-10.69;8.2;20.4;12.65;14.6;8.32;51.0;7.833333333333334;18.07;8.0
140;Gedicht ;1795;1795-01-01;44.0;1.0;10.0;6.0;5.0;13.636363636363637;22.727272727272727;2.272727272727273;11.363636363636363;-11.43;0.0;24.8;9.41;20.7;8.38;7.0;10.5;23.0;20.0
141;Gedicht ;1798;1798-01-01;2000.0;180.0;409.0;269.0;61.0;13.45;20.45;9.0;3.05;-67.53;12.0;42.2;11.86;41.3;10.13;284.0;6.571428571428571;38.01;12.0
142;Gedicht ;1795;1795-01-01;63.0;8.0;16.0;7.0;0.0;11.11111111111111;25.396825396825395;12.698412698412698;0.0;26.51;6.4;14.4;11.14;12.5;7.59;11.0;5.0;15.31;13.0
143;Gedicht ;1795;1795-01-01;107.0;13.0;14.0;9.0;14.0;8.411214953271028;13.084112149532709;12.149532710280374;13.084112149532709;-74.7;0.0;47.0;10.12;47.8;10.65;14.0;8.8;43.56;11.0
144;Gedicht ;1795;1795-01-01;397.0;51.0;110.0;28.0;8.0;7.052896725440806;27.707808564231737;12.846347607052897;2.0151133501259446;-82.15;13.3;41.6;15.17;38.7;10.07;66.0;13.5;34.96;14.0
145;Gedicht ;1795;1795-01-01;148.0;14.0;29.0;17.0;11.0;11.486486486486486;19.594594594594597;9.45945945945946;7.4324324324324325;-107.86;0.0;61.8;13.66;71.0;13.37;26.0;18.0;61.7;20.0
146;Gedicht ;1803;1803-01-01;218.0;13.0;44.0;27.0;12.0;12.38532110091743;20.183486238532108;5.963302752293577;5.504587155963303;-17.33;6.4;20.8;10.62;12.7;7.2;30.0;10.6;14.74;11.0
147;Gedicht ;1795;1795-01-01;45.0;6.0;9.0;5.0;1.0;11.11111111111111;20.0;13.333333333333332;2.2222222222222223;11.93;0.0;22.0;11.51;22.9;8.73;8.0;11.0;24.42;20.0
148;Gedicht ;1795;1795-01-01;106.0;13.0;24.0;11.0;5.0;10.377358490566037;22.641509433962263;12.264150943396226;4.716981132075471;4.85;7.8;20.6;12.25;19.0;8.82;22.0;10.1;21.99;20.0
149;Gedicht ;1795;1795-01-01;324.0;43.0;78.0;30.0;20.0;9.25925925925926;24.074074074074073;13.271604938271604;6.172839506172839;-68.99;14.6;46.9;14.59;52.6;11.92;64.0;6.571428571428571;47.51;15.0
150;Gedicht ;1795;1795-01-01;176.0;9.0;35.0;26.0;6.0;14.772727272727273;19.886363636363637;5.113636363636363;3.409090909090909;-10.93;10.1;24.6;10.98;21.6;8.09;25.0;17.666666666666668;22.13;11.0
151;Gedicht ;1795;1795-01-01;41.0;6.0;8.0;3.0;4.0;7.317073170731708;19.51219512195122;14.634146341463415;9.75609756097561;-0.94;0.0;22.8;15.68;25.1;8.85;8.0;11.0;23.62;20.0
152;Gedicht ;1795;1795-01-01;70.0;5.0;10.0;11.0;3.0;15.714285714285715;14.285714285714286;7.142857142857143;4.285714285714286;-11.43;0.0;31.0;10.58;33.5;8.8;8.0;34.5;30.92;20.0
153;Gedicht ;1802;1802-01-01;73.0;6.0;16.0;8.0;2.0;10.95890410958904;21.91780821917808;8.219178082191782;2.73972602739726;-44.6;0.0;27.2;12.66;18.6;8.23;12.0;10.666666666666666;20.14;13.0
154;Gedicht ;1788;1788-01-01;1104.0;88.0;217.0;131.0;58.0;11.865942028985508;19.655797101449277;7.971014492753624;5.253623188405798;-124.44;17.3;59.9;12.96;62.2;12.88;203.0;6.714285714285714;55.8;13.0
155;Gedicht ;1798;1798-01-01;991.0;88.0;181.0;145.0;47.0;14.631685166498487;18.264379414732595;8.87991927346115;4.74268415741675;-105.76;15.5;59.0;11.34;63.9;12.44;145.0;52.0;56.49;20.0
156;Gedicht ;1799;1799-01-01;456.0;40.0;100.0;61.0;14.0;13.377192982456142;21.92982456140351;8.771929824561404;3.0701754385964914;-54.71;11.0;33.1;14.52;29.4;9.09;75.0;6.0;27.33;11.0
157;Gedicht ;1802;1802-01-01;43.0;6.0;10.0;4.0;2.0;9.30232558139535;23.25581395348837;13.953488372093023;4.651162790697675;6.51;0.0;22.0;13.07;22.9;8.41;7.0;10.75;22.78;20.0
158;Gedicht ;1797;1797-01-01;185.0;11.0;27.0;36.0;16.0;19.45945945945946;14.594594594594595;5.945945945945946;8.648648648648647;-134.25;0.0;72.0;11.51;82.5;14.86;33.0;6.0;72.6;20.0
159;Gedicht ;1795;1795-01-01;109.0;6.0;25.0;12.0;6.0;11.009174311926605;22.935779816513758;5.504587155963303;5.504587155963303;-28.01;0.0;29.1;13.48;27.5;8.98;18.0;6.285714285714286;26.7;13.0
160;Gedicht ;1797;1797-01-01;351.0;43.0;74.0;43.0;15.0;12.250712250712251;21.082621082621085;12.250712250712251;4.273504273504273;-131.2;0.0;70.8;14.01;82.9;14.62;63.0;7.5;71.17;20.0
161;Gedicht ;1802;1802-01-01;216.0;14.0;47.0;29.0;8.0;13.425925925925926;21.75925925925926;6.481481481481481;3.7037037037037033;-20.17;8.1;21.9;11.61;14.2;7.4;31.0;6.428571428571429;16.0;20.0
162;Gedicht ;1797;1797-01-01;316.0;17.0;59.0;55.0;27.0;17.40506329113924;18.670886075949365;5.379746835443037;8.544303797468354;-19.79;10.3;25.9;10.92;22.0;7.88;40.0;8.333333333333334;21.69;20.0
163;Gedicht ;1795;1795-01-01;45.0;4.0;9.0;5.0;2.0;11.11111111111111;20.0;8.88888888888889;4.444444444444445;3.47;0.0;23.2;10.29;21.9;9.1;9.0;11.0;25.37;11.0
164;Gedicht ;1795;1795-01-01;98.0;10.0;28.0;8.0;2.0;8.16326530612245;28.571428571428573;10.204081632653061;2.0408163265306123;-68.61;0.0;44.7;16.15;49.6;12.31;24.0;16.0;46.11;16.0
165;Gedicht ;1789;1789-01-01;3213.0;365.0;734.0;302.0;138.0;9.399315281668223;22.844693432928725;11.360099595393713;4.295051353874883;-1400.13;0.0;548.0;15.35;687.9;74.82;590.0;29.0;555.24;20.0
166;Gedicht ;1795;1795-01-01;321.0;26.0;79.0;33.0;9.0;10.280373831775702;24.610591900311526;8.09968847352025;2.803738317757009;-279.74;0.0;119.6;14.36;139.2;20.75;63.0;18.666666666666668;117.7;20.0
167;Gedicht ;1797;1797-01-01;567.0;65.0;117.0;70.0;40.0;12.345679012345679;20.634920634920636;11.463844797178131;7.0546737213403885;-19.08;10.7;25.7;13.24;23.5;9.39;123.0;4.9;25.33;20.0
168;Gedicht ;1803;1803-01-01;282.0;30.0;58.0;27.0;12.0;9.574468085106384;20.567375886524825;10.638297872340425;4.25531914893617;-33.54;8.3;22.9;12.53;13.5;8.17;54.0;7.5;17.0;8.0
169;Gedicht ;1797;1797-01-01;268.0;13.0;58.0;32.0;22.0;11.940298507462686;21.641791044776117;4.850746268656716;8.208955223880597;-28.02;7.6;22.9;10.39;13.3;7.39;38.0;6.571428571428571;15.81;8.0
170;Gedicht ;1795;1795-01-01;171.0;12.0;43.0;18.0;14.0;10.526315789473685;25.146198830409357;7.017543859649123;8.187134502923977;-22.9;10.5;29.2;12.14;28.4;9.15;29.0;10.8;28.05;11.0
171;Gedicht ;1797;1797-01-01;36.0;2.0;9.0;2.0;4.0;5.555555555555555;25.0;5.555555555555555;11.11111111111111;-12.79;0.0;23.2;13.53;20.2;8.62;7.0;8.75;21.68;9.0
172;Gedicht ;1802;1802-01-01;194.0;16.0;34.0;29.0;11.0;14.948453608247423;17.52577319587629;8.247422680412372;5.670103092783505;-55.05;8.8;31.2;12.03;23.6;8.75;32.0;6.571428571428571;24.28;9.0
173;Gedicht ;1798;1798-01-01;250.0;23.0;59.0;32.0;10.0;12.8;23.6;9.2;4.0;-219.85;0.0;96.6;16.1;111.3;18.17;54.0;13.5;94.99;20.0
174;Gedicht ;1797;1797-01-01;47.0;6.0;7.0;7.0;4.0;14.893617021276597;14.893617021276597;12.765957446808512;8.51063829787234;-11.43;0.0;24.8;11.33;22.5;7.99;6.0;11.5;22.0;12.0
175;Gedicht ;1802;1802-01-01;524.0;56.0;115.0;64.0;28.0;12.213740458015266;21.946564885496183;10.687022900763358;5.343511450381679;-26.93;10.5;26.6;12.02;21.8;8.65;91.0;17.666666666666668;23.3;20.0
176;Gedicht ;1795;1795-01-01;345.0;11.0;73.0;53.0;23.0;15.362318840579709;21.15942028985507;3.1884057971014492;6.666666666666666;-295.98;0.0;125.8;12.27;145.8;20.02;39.0;18.0;120.24;20.0
177;Gedicht ;1797;1797-01-01;229.0;19.0;40.0;34.0;16.0;14.847161572052402;17.46724890829694;8.296943231441048;6.986899563318778;-20.71;8.2;26.3;11.04;22.1;7.75;27.0;10.2;21.61;8.0
178;Gedicht ;1800;1800-01-01;237.0;22.0;44.0;42.0;12.0;17.72151898734177;18.565400843881857;9.282700421940929;5.063291139240506;-14.48;7.6;26.0;10.06;22.3;8.05;31.0;10.2;22.97;8.0
179;Gedicht ;1795;1795-01-01;46.0;2.0;8.0;5.0;1.0;10.869565217391305;17.391304347826086;4.3478260869565215;2.1739130434782608;10.91;0.0;22.4;12.61;24.5;9.07;9.0;6.5;25.57;13.0
180;Gedicht ;1797;1797-01-01;602.0;46.0;106.0;91.0;40.0;15.116279069767442;17.60797342192691;7.641196013289037;6.64451827242525;49.41;6.7;9.7;9.85;8.9;6.98;95.0;4.2727272727272725;12.13;10.0
181;Gedicht ;1797;1797-01-01;462.0;41.0;102.0;69.0;41.0;14.935064935064934;22.07792207792208;8.874458874458874;8.874458874458874;41.56;7.6;10.6;11.35;10.0;7.65;93.0;4.090909090909091;13.67;11.0
182;Gedicht ;1797;1797-01-01;506.0;36.0;111.0;72.0;40.0;14.229249011857709;21.936758893280633;7.114624505928854;7.905138339920949;50.63;6.3;9.2;10.66;9.2;7.19;89.0;4.2;12.34;10.0
183;Gedicht ;1797;1797-01-01;152.0;11.0;29.0;19.0;8.0;12.5;19.07894736842105;7.2368421052631575;5.2631578947368425;-23.42;8.8;23.2;11.78;16.8;8.97;34.0;3.8181818181818183;20.87;9.0
184;Gedicht ;1795;1795-01-01;736.0;67.0;148.0;103.0;41.0;13.994565217391303;20.10869565217391;9.103260869565217;5.570652173913043;-38.47;11.6;33.1;12.26;31.9;9.43;118.0;6.0;30.68;12.0
185;Gedicht ;1795;1795-01-01;171.0;20.0;34.0;23.0;10.0;13.450292397660819;19.883040935672515;11.695906432748538;5.847953216374269;-57.96;0.0;40.6;14.76;43.1;11.45;39.0;7.0;41.06;20.0
186;Gedicht ;1796;1796-01-01;205.0;18.0;43.0;22.0;16.0;10.731707317073171;20.975609756097562;8.78048780487805;7.8048780487804885;-70.14;0.0;45.3;11.98;47.2;11.34;37.0;13.25;44.07;12.0
187;Gedicht ;1795;1795-01-01;96.0;8.0;23.0;10.0;3.0;10.416666666666668;23.958333333333336;8.333333333333334;3.05;-67.6;0.0;44.3;15.05;48.1;11.76;21.0;16.5;44.46;20.0
188;Gedicht ;1795;1795-01-01;59.0;4.0;13.0;6.0;1.0;10.16949152542373;22.033898305084747;6.779661016949153;1.6949152542372883;-17.18;0.0;29.1;15.91;32.6;9.53;11.0;13.5;29.75;20.0
189;Gedicht ;1801;1801-01-01;1519.0;156.0;360.0;126.0;40.0;8.294930875576037;23.69980250164582;10.269914417379855;2.633311389071758;-1292.37;0.0;504.6;13.95;629.6;68.84;246.0;8.5;508.66;20.0
190;Gedicht ;1798;1798-01-01;129.0;13.0;24.0;20.0;4.0;15.503875968992247;18.6046511627907;10.077519379844961;3.1007751937984493;-26.32;10.5;26.4;11.96;21.4;8.85;24.0;11.0;23.62;11.0
191;Gedicht ;1795;1795-01-01;34.0;4.0;9.0;2.0;3.0;5.88235294117647;26.470588235294116;11.76470588235294;8.823529411764705;-26.66;0.0;24.4;12.14;17.6;8.81;7.0;7.0;21.33;20.0
192;Gedicht ;1797;1797-01-01;89.0;8.0;16.0;16.0;7.0;17.97752808988764;17.97752808988764;8.98876404494382;7.865168539325842;-36.13;0.0;38.4;13.43;43.9;10.58;15.0;10.1;39.81;11.0
193;Gedicht ;1797;1797-01-01;40.0;4.0;10.0;6.0;3.0;15.0;25.0;10.0;7.5;10.91;0.0;16.2;13.05;13.1;8.92;10.0;6.0;18.31;20.0
194;Gedicht ;1795;1795-01-01;59.0;6.0;14.0;3.0;3.0;5.084745762711865;23.728813559322035;10.16949152542373;5.084745762711865;10.23;0.0;18.5;13.0;17.3;7.61;9.0;6.25;17.47;13.0
195;Gedicht ;1802;1802-01-01;753.0;65.0;146.0;92.0;32.0;12.217795484727755;19.389110225763613;8.632138114209827;4.249667994687915;-647.51;0.0;258.8;13.32;315.6;37.92;130.0;11.8;258.32;20.0
196;Gedicht ;1797;1797-01-01;119.0;14.0;21.0;13.0;12.0;10.92436974789916;17.647058823529413;11.764705882352942;10.084033613445378;-22.98;3.1;25.1;10.4;18.9;7.79;16.0;9.0;20.03;19.0
197;Brief ;1782;1782-01-01;243.0;13.0;45.0;44.0;24.0;18.10699588477366;18.51851851851852;5.349794238683128;9.876543209876543;73.37;8.3;6.7;12.35;11.4;8.43;61.0;7.833333333333334;16.22;8.0
198;Brief ;1782;1782-01-01;269.0;19.0;45.0;42.0;30.0;15.613382899628252;16.728624535315987;7.063197026022305;11.152416356877323;81.12;8.3;5.8;11.13;10.5;7.93;59.0;7.142857142857142;15.14;8.0
199;Brief ;1782;1782-01-01;1054.0;99.0;166.0;196.0;82.0;18.595825426944973;15.749525616698293;9.392789373814043;7.7798861480075905;77.57;8.2;7.2;11.72;12.4;7.27;178.0;5.75;14.43;7.0
200;Brief ;1782;1782-01-01;2983.0;266.0;493.0;506.0;247.0;16.962789138451225;16.526986255447536;8.9171974522293;8.280254777070065;65.56;9.9;9.7;13.93;15.6;7.64;539.0;8.5;16.33;10.0
201;Brief ;1782;1782-01-01;853.0;64.0;118.0;171.0;86.0;20.046893317702228;13.833528722157094;7.50293083235639;10.082063305978899;77.37;9.6;7.2;12.94;13.5;8.15;191.0;6.25;16.71;7.0
202;Brief ;1782;1782-01-01;537.0;47.0;76.0;104.0;50.0;19.366852886405958;14.15270018621974;8.752327746741154;9.31098696461825;77.57;8.7;7.2;12.01;12.8;7.81;109.0;7.142857142857142;15.8;8.0
203;Brief ;1782;1782-01-01;153.0;12.0;23.0;27.0;15.0;17.647058823529413;15.032679738562091;7.8431372549019605;9.803921568627452;77.98;8.5;7.0;11.95;12.7;7.95;32.0;11.0;16.03;7.0
204;Brief ;1782;1782-01-01;908.0;110.0;187.0;149.0;41.0;16.409691629955947;20.594713656387665;12.114537444933921;4.515418502202643;52.63;12.7;12.6;17.7;20.9;8.72;211.0;11.166666666666666;20.26;13.0
205;Brief ;1782;1782-01-01;447.0;40.0;65.0;79.0;39.0;17.67337807606264;14.541387024608502;8.94854586129754;8.724832214765101;78.79;8.7;6.7;12.82;12.8;7.76;91.0;8.0;15.32;13.0
206;Brief ;1782;1782-01-01;788.0;66.0;132.0;118.0;60.0;14.974619289340101;16.751269035532996;8.375634517766498;7.614213197969543;64.51;9.2;8.0;14.49;13.4;8.3;184.0;6.571428571428571;15.97;8.0
207;Brief ;1782;1782-01-01;421.0;33.0;98.0;69.0;17.0;16.389548693586697;23.27790973871734;7.838479809976247;4.038004750593824;56.32;12.6;13.3;17.36;22.7;8.89;96.0;14.75;21.98;13.0
208;Brief ;1783;1783-01-01;11740.0;951.0;1818.0;2118.0;1113.0;18.04088586030664;15.485519591141395;8.100511073253832;9.480408858603067;78.08;8.3;7.0;11.78;12.1;6.42;1374.0;4.5;12.12;7.0
209;Brief ;1783;1783-01-01;151.0;16.0;26.0;24.0;11.0;15.894039735099337;17.218543046357617;10.596026490066226;7.28476821192053;81.83;6.7;5.5;10.84;9.9;8.0;34.0;6.714285714285714;15.11;7.0
210;Brief ;1783;1783-01-01;332.0;15.0;43.0;68.0;53.0;20.481927710843376;12.951807228915664;4.518072289156627;15.963855421686748;77.27;8.5;7.3;11.95;12.6;7.34;57.0;8.0;14.67;8.0
211;Brief ;1783;1783-01-01;1155.0;111.0;201.0;183.0;106.0;15.844155844155843;17.4025974025974;9.61038961038961;9.177489177489177;70.02;9.5;8.0;13.51;13.7;8.2;265.0;6.0;16.54;14.0
212;Brief ;1783;1783-01-01;1270.0;133.0;196.0;217.0;119.0;17.086614173228348;15.433070866141733;10.47244094488189;9.370078740157481;75.54;8.9;7.9;11.31;13.1;7.62;234.0;10.6;15.85;8.0
213;Brief ;1783;1783-01-01;6763.0;543.0;1131.0;1168.0;643.0;17.270442111488986;16.723347626792844;8.028981221351472;9.507614963773474;79.09;8.7;6.6;11.6;11.8;6.85;989.0;6.0;12.94;7.0
214;Brief ;1784;1784-01-01;215.0;20.0;35.0;36.0;16.0;16.74418604651163;16.27906976744186;9.30232558139535;7.441860465116279;53.14;11.7;12.4;15.26;18.7;8.99;54.0;11.6;20.8;12.0
215;Brief ;1784;1784-01-01;260.0;28.0;48.0;40.0;21.0;15.384615384615383;18.46153846153846;10.769230769230768;8.076923076923077;66.67;10.7;9.3;15.9;16.9;9.06;71.0;11.4;19.61;9.0
216;Brief ;1784;1784-01-01;235.0;25.0;31.0;38.0;21.0;16.170212765957448;13.191489361702127;10.638297872340425;8.936170212765957;68.91;9.3;8.4;13.05;13.4;8.16;52.0;11.4;16.72;9.0
217;Brief ;1784;1784-01-01;2918.0;248.0;459.0;548.0;312.0;18.77998629198081;15.729952021932831;8.498971898560658;10.692254969156958;74.53;9.3;8.3;12.18;14.2;7.17;448.0;18.666666666666668;14.98;15.0
218;Brief ;1784;1784-01-01;161.0;22.0;25.0;27.0;11.0;16.770186335403725;15.527950310559005;13.664596273291925;6.832298136645963;61.7;12.7;11.2;16.48;19.6;9.04;41.0;15.5;20.9;16.0
219;Brief ;1784;1784-01-01;446.0;42.0;85.0;82.0;32.0;18.385650224215247;19.05829596412556;9.417040358744394;7.174887892376682;60.55;11.6;9.6;14.91;14.9;8.61;112.0;8.571428571428571;17.85;9.0
220;Brief ;1784;1784-01-01;536.0;40.0;95.0;87.0;47.0;16.23134328358209;17.723880597014926;7.462686567164178;8.76865671641791;57.03;11.0;13.0;13.47;19.3;9.05;129.0;14.5;22.19;13.0
221;Brief ;1784;1784-01-01;773.0;75.0;140.0;116.0;68.0;15.00646830530401;18.111254851228978;9.702457956015524;8.796895213454075;57.13;10.9;12.9;13.53;19.1;8.61;168.0;27.0;21.06;13.0
222;Brief ;1784;1784-01-01;134.0;10.0;21.0;22.0;12.0;16.417910447761194;15.671641791044776;7.462686567164178;8.955223880597014;78.18;8.0;6.9;14.56;14.3;8.96;36.0;10.6;18.52;7.0
223;Brief ;1784;1784-01-01;3728.0;362.0;698.0;622.0;317.0;16.684549356223176;18.723175965665234;9.71030042918455;8.503218884120171;65.66;10.3;9.7;14.63;16.2;7.68;682.0;4.9;16.39;10.0
224;Brief ;1784;1784-01-01;890.0;64.0;154.0;146.0;73.0;16.40449438202247;17.303370786516854;7.191011235955056;8.202247191011235;70.47;10.8;9.9;14.16;17.6;8.28;188.0;11.8;18.91;10.0
225;Brief ;1784;1784-01-01;405.0;33.0;83.0;66.0;17.0;16.296296296296298;20.49382716049383;8.148148148148149;4.197530864197531;61.29;12.0;11.3;14.05;17.8;8.87;99.0;11.4;20.58;12.0
226;Brief ;1784;1784-01-01;195.0;14.0;40.0;34.0;15.0;17.435897435897438;20.512820512820515;7.17948717948718;7.6923076923076925;76.52;7.9;5.5;14.6;12.3;7.85;43.0;6.0;13.88;8.0
227;Brief ;1784;1784-01-01;1195.0;99.0;190.0;215.0;99.0;17.99163179916318;15.89958158995816;8.284518828451883;8.284518828451883;78.28;9.1;6.9;12.82;13.0;7.58;229.0;7.2857142857142865;15.01;7.0
228;Brief ;1784;1784-01-01;573.0;50.0;98.0;97.0;68.0;16.928446771378706;17.102966841186735;8.726003490401396;11.867364746945897;77.57;8.6;7.2;13.17;13.4;7.83;117.0;6.0;15.82;8.0
229;Brief ;1784;1784-01-01;351.0;27.0;61.0;60.0;26.0;17.094017094017094;17.37891737891738;7.6923076923076925;7.407407407407407;80.01;8.3;6.2;12.35;12.0;8.14;81.0;6.0;15.95;6.0
230;Brief ;1784;1784-01-01;401.0;39.0;69.0;67.0;32.0;16.708229426433917;17.206982543640898;9.725685785536161;7.980049875311721;59.57;11.4;12.0;14.57;19.1;8.74;93.0;8.833333333333334;20.73;9.0
231;Brief ;1784;1784-01-01;839.0;83.0;146.0;142.0;86.0;16.924910607866508;17.40166865315852;9.892729439809296;10.250297973778308;71.89;9.7;9.3;13.29;16.1;7.99;166.0;11.8;17.78;10.0
232;Brief ;1784;1784-01-01;1449.0;117.0;248.0;244.0;154.0;16.8391994478951;17.115251897860592;8.074534161490684;10.628019323671497;70.26;9.4;10.0;13.23;17.0;7.91;272.0;14.0;18.02;10.0
233;Brief ;1785;1785-01-01;1044.0;86.0;180.0;187.0;92.0;17.911877394636015;17.24137931034483;8.237547892720308;8.812260536398467;72.9;10.1;9.0;13.76;16.1;8.03;212.0;10.8;17.6;9.0
234;Brief ;1785;1785-01-01;52.0;7.0;10.0;5.0;3.0;9.615384615384615;19.23076923076923;13.461538461538462;5.769230769230769;67.76;8.8;6.8;14.08;11.8;8.84;14.0;6.0;16.47;9.0
235;Brief ;1785;1785-01-01;239.0;13.0;43.0;47.0;20.0;19.665271966527197;17.99163179916318;5.439330543933054;8.368200836820083;85.32;8.1;6.3;10.62;11.8;7.49;43.0;6.857142857142857;15.17;7.0
236;Brief ;1785;1785-01-01;239.0;26.0;44.0;28.0;23.0;11.715481171548117;18.410041841004183;10.878661087866108;9.623430962343095;72.36;9.0;7.1;15.31;14.2;8.06;51.0;6.857142857142857;15.55;7.0
237;Brief ;1785;1785-01-01;776.0;66.0;124.0;137.0;71.0;17.65463917525773;15.97938144329897;8.505154639175258;9.149484536082474;65.96;10.1;9.5;13.29;15.2;8.27;173.0;11.2;17.79;10.0
238;Brief ;1785;1785-01-01;1017.0;94.0;162.0;176.0;94.0;17.305801376597838;15.929203539823009;9.242871189773846;9.242871189773846;81.43;8.3;5.7;11.07;10.6;7.31;185.0;3.916666666666667;13.47;6.0
239;Brief ;1785;1785-01-01;383.0;44.0;66.0;67.0;31.0;17.493472584856395;17.23237597911227;11.488250652741515;8.093994778067884;74.22;9.2;8.4;13.41;15.0;8.37;87.0;8.333333333333334;18.1;9.0
240;Brief ;1785;1785-01-01;784.0;69.0;138.0;138.0;59.0;17.602040816326532;17.602040816326532;8.801020408163266;7.525510204081633;69.72;9.9;8.1;13.29;13.3;7.76;157.0;11.6;15.48;8.0
241;Brief ;1785;1785-01-01;3545.0;320.0;595.0;620.0;311.0;17.489421720733425;16.784203102961918;9.026798307475316;8.772919605077574;77.37;9.4;7.2;12.59;13.1;7.33;611.0;8.5;14.63;7.0
242;Brief ;1785;1785-01-01;498.0;31.0;96.0;92.0;31.0;18.473895582329316;19.277108433734938;6.2248995983935735;6.2248995983935735;73.07;8.6;6.8;12.0;11.3;7.82;105.0;6.0;14.74;7.0
243;Brief ;1785;1785-01-01;6200.0;597.0;1076.0;1067.0;566.0;17.20967741935484;17.35483870967742;9.629032258064516;9.129032258064516;65.86;9.9;9.6;12.88;14.9;7.3;995.0;12.2;15.37;10.0
